model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@10,hit@20,hit@30,hit@50,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,0,IfcBeam Beton NPK G C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.632582,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton einschichtig | Hartbeton zweischichtig | Betonziegel | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.632582 | 0.577480 | 0.560232 | 0.541076 | 0.536740 | 0.519056 | 0.514715 | 0.487891 | 0.451071 | 0.410304
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,1,IfcBeam Beton NPK G C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.632582,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton einschichtig | Hartbeton zweischichtig | Betonziegel | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.632582 | 0.577480 | 0.560232 | 0.541076 | 0.536740 | 0.519056 | 0.514715 | 0.487891 | 0.451070 | 0.410304
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,2,IfcBeam Beton NPK G C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.632582,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Hartbeton einschichtig | Hartbeton zweischichtig | Betonziegel | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.632582 | 0.577480 | 0.560232 | 0.541076 | 0.536740 | 0.519056 | 0.514715 | 0.487891 | 0.451071 | 0.410304
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,3,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,4,IfcBeam Beton C30/37,Betonfertigteil normalfest,Betonfertigteil normalfest,1,Tiefbaubeton,0.603572,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,5,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,6,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,7,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,8,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,9,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,10,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583659 | 0.525324 | 0.518178 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,11,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,12,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583660 | 0.525324 | 0.518179 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,13,IfcBeam Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.603572,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest | Betonziegel | Hartbeton zweischichtig | Hartbeton einschichtig | Glasfaserbeton | Magerbeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.603572 | 0.595917 | 0.583659 | 0.525324 | 0.518178 | 0.513647 | 0.502741 | 0.448747 | 0.433607 | 0.385810
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,14,IfcBearing S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.536089,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Blei | Chromnickelstahlblech blank | Chromstahlblech blank | Aluminiumblech blank | Polyurethan PUR PIR,0.536089 | 0.479479 | 0.454655 | 0.394573 | 0.391688 | 0.391381 | 0.362129 | 0.360730 | 0.350864 | 0.348604
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,15,IfcBearing Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.744641,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Chromstahlblech blank | Armierungsstahl | Chromnickelstahlblech blank | Blei | Messing-/Baubronzeblech,0.744641 | 0.723395 | 0.652620 | 0.565424 | 0.558912 | 0.556236 | 0.549801 | 0.545184 | 0.408007 | 0.388511
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,16,IfcBearing Elastomer,Dichtungsbahn Gummi EPDM,Dichtungsbahn Gummi EPDM,1,Dichtungsbahn Gummi EPDM,0.560920,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Dichtungsbahn Gummi EPDM | Polyethylenvlies PE | Polyethylen PE | Polystyrol expandiert EPS | Polyester UP glasfaserverstärkt | Acrylnitril-Butadien-Styrol ABS | Polyethylenfolie PE | Dichtungsbahn Polyolefin FPO | Polypropylen PP | Polystyrol PS,0.560920 | 0.514199 | 0.504407 | 0.487783 | 0.468116 | 0.455092 | 0.453624 | 0.450793 | 0.426532 | 0.422291
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,17,IfcBearing Elastomer,Dichtungsbahn Gummi EPDM,Dichtungsbahn Gummi EPDM,1,Dichtungsbahn Gummi EPDM,0.560920,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Dichtungsbahn Gummi EPDM | Polyethylenvlies PE | Polyethylen PE | Polystyrol expandiert EPS | Polyester UP glasfaserverstärkt | Acrylnitril-Butadien-Styrol ABS | Polyethylenfolie PE | Dichtungsbahn Polyolefin FPO | Polypropylen PP | Polystyrol PS,0.560920 | 0.514199 | 0.504407 | 0.487783 | 0.468116 | 0.455092 | 0.453624 | 0.450793 | 0.426532 | 0.422291
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,18,IfcBearing PTFE,Polyethylen PE,Polyethylen PE,1,Polyethylenfolie PE,0.633161,3,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Polyethylenfolie PE | Polyethylenvlies PE | Polyethylen PE | Polycarbonat PC | Polypropylen PP | Polyester UP glasfaserverstärkt | Dichtungsbahn Polyolefin FPO | Polyvinylchlorid PVC | Polyamid PA glasfaserverstärkt | Polyurethan PUR PIR,0.633161 | 0.631621 | 0.623327 | 0.535852 | 0.528860 | 0.513759 | 0.506518 | 0.481095 | 0.478526 | 0.478121
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,19,IfcBearing Polytetrafluoroethylene,Polyethylen PE,Polyethylen PE,1,Polyethylen PE,0.741258,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Polyethylen PE | Polyethylenvlies PE | Polyethylenfolie PE | Polypropylen PP | Polyester UP glasfaserverstärkt | Dichtungsbahn Polyolefin FPO | Polystyrol PS | Polystyrol expandiert EPS | Polycarbonat PC | Polyvinylchlorid PVC,0.741258 | 0.722141 | 0.696755 | 0.646706 | 0.605644 | 0.592808 | 0.589015 | 0.569753 | 0.565205 | 0.560621
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,20,IfcBearing Teflon,Polyethylen PE,Polyethylen PE,1,Polyethylenvlies PE,0.593561,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Polyethylenvlies PE | Polyethylen PE | Polyethylenfolie PE | Polyester UP glasfaserverstärkt | Polypropylen PP | Dichtungsbahn Polyolefin FPO | Acrylnitril-Butadien-Styrol ABS | Dichtungsbahn Gummi EPDM | Polystyrol PS | Polystyrol expandiert EPS,0.593561 | 0.586911 | 0.565464 | 0.553192 | 0.522834 | 0.500410 | 0.494910 | 0.484043 | 0.466018 | 0.462017
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,21,IfcBearing S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.536089,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Blei | Chromnickelstahlblech blank | Chromstahlblech blank | Aluminiumblech blank | Polyurethan PUR PIR,0.536089 | 0.479479 | 0.454655 | 0.394573 | 0.391688 | 0.391381 | 0.362129 | 0.360730 | 0.350864 | 0.348604
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,22,IfcBearing Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.744641,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Chromstahlblech blank | Armierungsstahl | Chromnickelstahlblech blank | Blei | Messing-/Baubronzeblech,0.744641 | 0.723395 | 0.652620 | 0.565424 | 0.558912 | 0.556236 | 0.549801 | 0.545184 | 0.408007 | 0.388511
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,23,IfcBearing S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.536089,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Blei | Chromnickelstahlblech blank | Chromstahlblech blank | Aluminiumblech blank | Polyurethan PUR PIR,0.536089 | 0.479479 | 0.454655 | 0.394573 | 0.391688 | 0.391381 | 0.362129 | 0.360730 | 0.350864 | 0.348604
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,24,IfcBearing Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.744641,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Chromstahlblech blank | Armierungsstahl | Chromnickelstahlblech blank | Blei | Messing-/Baubronzeblech,0.744641 | 0.723395 | 0.652620 | 0.565424 | 0.558912 | 0.556236 | 0.549801 | 0.545184 | 0.408007 | 0.388511
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,25,IfcBearing S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.536089,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Blei | Chromnickelstahlblech blank | Chromstahlblech blank | Aluminiumblech blank | Polyurethan PUR PIR,0.536089 | 0.479479 | 0.454655 | 0.394573 | 0.391688 | 0.391381 | 0.362129 | 0.360730 | 0.350864 | 0.348604
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,26,IfcBearing Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.744641,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Chromstahlblech blank | Armierungsstahl | Chromnickelstahlblech blank | Blei | Messing-/Baubronzeblech,0.744641 | 0.723395 | 0.652620 | 0.565424 | 0.558912 | 0.556236 | 0.549801 | 0.545184 | 0.408007 | 0.388511
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,27,IfcBearing S235JR,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.536089,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Blei | Chromnickelstahlblech blank | Chromstahlblech blank | Aluminiumblech blank | Polyurethan PUR PIR,0.536089 | 0.479479 | 0.454655 | 0.394573 | 0.391688 | 0.391381 | 0.362129 | 0.360730 | 0.350864 | 0.348604
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,28,IfcBearing Stahl,Stahlblech verzinkt,Stahlblech verzinkt,1,Stahlblech verzinkt,0.744641,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech verzinkt | Stahlblech blank | Stahlprofil blank | Chromstahlblech verzinnt | Chromnickelstahlblech verzinnt | Chromstahlblech blank | Armierungsstahl | Chromnickelstahlblech blank | Blei | Messing-/Baubronzeblech,0.744641 | 0.723395 | 0.652620 | 0.565424 | 0.558912 | 0.556236 | 0.549801 | 0.545184 | 0.408007 | 0.388511
Training/artifacts/models/bge-m3-finetuned-ifcentity-material-strength-4-epochs,baseline,-,29,IfcCaissonFoundation Beton C20/25,Tiefbaubeton | Bohrpfahlbeton,Tiefbaubeton | Bohrpfahlbeton,2,Tiefgründung Ortbetonverdrängungspfahl 560/480,0.593772,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.448644,0.236111,1.000000,Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonbohrpfahl 700 | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Mikrobohrpfahl | Tiefbaubeton | Betonfertigteil hochfest,0.593772 | 0.590085 | 0.588188 | 0.586979 | 0.582103 | 0.578007 | 0.577309 | 0.546491 | 0.530736 | 0.509359
